latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
7.37772,81.37109,345.05,0.37,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,300.29,4.19,D
7.37863,81.15845,337.06,0.38,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,301.45,3.32,D
7.38031,81.00896,335.97,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,301.73,4.13,D
7.39372,81.18061,330.66,0.38,0.59,2026-09-02,729,N,VIIRS,l,2.0NRT,303.02,1.87,D
7.4081,81.06524,330.17,0.39,0.59,2026-09-02,729,N,VIIRS,l,2.0NRT,301.43,2.34,D
7.47581,80.9069,343.34,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,298.42,5.28,D
7.47632,81.74171,331.6,0.35,0.57,2026-09-02,729,N,VIIRS,n,2.0NRT,299.83,2.49,D
7.48,80.90331,337.82,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,297.76,9.56,D
7.4839,81.20641,348.72,0.38,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,300.93,4.16,D
7.5465,81.29754,367.0,0.37,0.58,2026-09-02,729,N,VIIRS,h,2.0NRT,299.5,10.43,D
7.55034,81.30028,339.76,0.37,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,297.4,10.62,D
7.5525,81.30016,333.64,0.37,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,297.08,12.95,D
7.55483,81.72664,332.58,0.35,0.56,2026-09-02,729,N,VIIRS,n,2.0NRT,300.23,2.19,D
7.69899,81.23794,339.41,0.37,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,301.87,4.47,D
7.6996,81.24136,331.83,0.37,0.58,2026-09-02,729,N,VIIRS,l,2.0NRT,302.61,4.47,D
7.71905,80.52895,336.52,0.42,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,292.6,4.94,D
7.8105,80.81985,331.91,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.79,4.91,D
7.86967,80.6083,367.0,0.41,0.61,2026-09-02,729,N,VIIRS,h,2.0NRT,297.28,10.48,D
7.87255,80.60516,331.94,0.41,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.04,6.15,D
7.87323,80.60886,356.53,0.41,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.09,6.15,D
7.89672,80.64297,346.26,0.41,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.87,6.12,D
7.9031,80.61494,333.33,0.41,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.18,6.45,D
7.90335,81.47719,353.32,0.36,0.57,2026-09-02,729,N,VIIRS,n,2.0NRT,302.94,3.85,D
7.90781,81.475,345.59,0.36,0.57,2026-09-02,729,N,VIIRS,n,2.0NRT,301.76,5.98,D
7.9084,81.47823,337.97,0.36,0.57,2026-09-02,729,N,VIIRS,n,2.0NRT,301.8,7.3,D
7.90861,81.47627,344.69,0.36,0.57,2026-09-02,729,N,VIIRS,n,2.0NRT,302.12,3.85,D
7.93935,81.31718,348.87,0.36,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,299.61,10.06,D
7.94051,81.29297,341.44,0.37,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,299.64,2.97,D
7.94348,81.30961,331.33,0.36,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,300.85,7.38,D
8.07954,80.59356,347.93,0.41,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,297.24,4.34,D
8.08167,80.59393,343.59,0.41,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.46,4.24,D
8.09333,80.78801,334.83,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.52,3.14,D
8.16788,80.58058,333.46,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.82,5.0,D
8.16905,80.58099,334.55,0.41,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.71,3.37,D
8.1841,81.33057,330.49,0.36,0.57,2026-09-02,729,N,VIIRS,n,2.0NRT,299.63,3.51,D
8.28928,81.02506,346.97,0.38,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,297.62,3.87,D
8.34616,81.03253,332.66,0.38,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,297.25,2.38,D
8.3484,80.66866,367.0,0.4,0.6,2026-09-02,729,N,VIIRS,h,2.0NRT,296.76,10.6,D
8.35486,80.79696,332.79,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,298.19,5.46,D
8.36511,80.79137,339.09,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.26,4.83,D
8.37057,80.79036,340.53,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.31,3.42,D
8.38044,80.47367,367.0,0.41,0.6,2026-09-02,729,N,VIIRS,h,2.0NRT,295.7,15.26,D
8.38162,80.47205,348.29,0.41,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,294.79,7.16,D
8.38184,80.82143,333.79,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,297.03,3.93,D
8.38229,80.47581,349.91,0.41,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,294.48,7.16,D
8.38728,80.82038,367.0,0.39,0.59,2026-09-02,729,N,VIIRS,h,2.0NRT,298.53,10.5,D
8.41492,80.56696,346.91,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,292.68,4.19,D
8.41631,80.3227,350.19,0.42,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,293.83,8.01,D
8.417,80.32652,338.39,0.42,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,293.64,11.58,D
8.43109,80.65472,337.46,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,296.5,4.76,D
8.43729,80.78544,346.61,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.67,7.09,D
8.43836,80.78616,346.04,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.53,5.6,D
8.44558,80.73347,367.0,0.39,0.59,2026-09-02,729,N,VIIRS,h,2.0NRT,294.79,9.66,D
8.46852,81.11768,354.33,0.37,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,297.23,6.59,D
8.47271,80.81999,343.04,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,297.33,5.79,D
8.47463,80.83051,367.0,0.38,0.59,2026-09-02,729,N,VIIRS,h,2.0NRT,298.18,9.47,D
8.47527,80.83401,335.16,0.38,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,295.19,9.47,D
8.47878,80.82249,346.96,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.26,6.74,D
8.47942,80.826,334.44,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,295.75,6.74,D
8.49191,80.80196,339.61,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,294.9,1.95,D
8.49255,80.8055,332.88,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.2,3.02,D
8.4979,80.15121,330.36,0.43,0.62,2026-09-02,729,N,VIIRS,n,2.0NRT,294.23,3.34,D
8.51043,80.68813,333.16,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.6,3.76,D
8.52422,80.67086,344.89,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.34,3.47,D
8.52491,80.67143,347.72,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.27,3.08,D
8.52835,80.81718,337.48,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,295.5,3.41,D
8.53487,80.79079,333.26,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,295.2,6.76,D
8.53549,80.7943,367.0,0.39,0.59,2026-09-02,729,N,VIIRS,h,2.0NRT,296.16,6.76,D
8.53568,80.79343,367.0,0.39,0.59,2026-09-02,729,N,VIIRS,h,2.0NRT,296.67,11.89,D
8.54068,80.66792,336.61,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,291.88,1.52,D
8.54718,80.61058,333.05,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.44,4.57,D
8.55356,80.76841,336.61,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,295.74,2.86,D
8.55561,80.68747,330.74,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.0,4.1,D
8.57298,80.41463,332.67,0.41,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,294.45,3.36,D
8.57462,80.41475,334.48,0.41,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,295.38,7.07,D
8.57646,80.64652,330.72,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.33,4.88,D
8.5813,80.64192,331.96,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.02,5.5,D
8.58795,80.74087,337.58,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,294.08,2.65,D
8.59681,80.66502,332.41,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.7,3.05,D
8.61355,80.69516,330.01,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,293.63,6.82,D
8.61902,80.69415,356.1,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,294.17,6.82,D
8.61938,80.69332,336.36,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,292.77,4.64,D
8.62972,80.6591,341.84,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.26,6.08,D
8.62986,80.65842,353.41,0.39,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,293.71,5.23,D
8.63088,80.72893,334.37,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,293.45,2.95,D
8.6315,80.72802,340.11,0.39,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,293.66,3.78,D
8.63386,80.52625,333.95,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,293.82,6.05,D
8.63886,80.4912,330.18,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.32,5.31,D
8.63953,80.49488,339.61,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.01,7.96,D
8.6888,80.35437,340.54,0.41,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,293.89,3.92,D
8.69176,80.35313,349.2,0.41,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,293.08,4.47,D
8.72116,81.12231,349.27,0.36,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,297.45,5.77,D
8.72707,81.12466,334.56,0.36,0.58,2026-09-02,729,N,VIIRS,n,2.0NRT,291.57,5.77,D
8.76981,80.87205,336.94,0.38,0.59,2026-09-02,729,N,VIIRS,n,2.0NRT,296.83,3.67,D
8.85165,80.32201,333.34,0.41,0.61,2026-09-02,729,N,VIIRS,n,2.0NRT,294.93,5.21,D
9.41724,80.38377,337.57,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.68,4.93,D
9.43089,80.39628,332.16,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.53,3.24,D
9.43142,80.39938,330.56,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.24,3.58,D
9.43211,80.3729,335.15,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.31,6.05,D
9.43242,80.37336,341.55,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.23,6.5,D
9.4328,80.37656,354.0,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.64,10.97,D
9.43308,80.37701,347.25,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.69,8.7,D
9.43506,80.38796,330.6,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.41,3.54,D
9.43638,80.39525,330.96,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.72,3.24,D
9.64267,80.31721,354.25,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.12,9.47,D
9.643,80.31789,367.0,0.4,0.6,2026-09-02,729,N,VIIRS,h,2.0NRT,295.82,8.95,D
9.64335,80.32085,353.27,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,295.09,11.93,D
9.64366,80.32153,345.81,0.4,0.6,2026-09-02,729,N,VIIRS,n,2.0NRT,294.88,8.44,D
6.15852,80.93163,340.74,0.42,0.61,2026-09-02,731,N,VIIRS,n,2.0NRT,292.94,4.42,D
9.94405,78.17075,330.98,0.55,0.68,2026-09-02,731,N,VIIRS,n,2.0NRT,292.36,8.81,D
9.99482,79.18996,341.62,0.47,0.64,2026-09-02,731,N,VIIRS,n,2.0NRT,287.05,4.89,D
12.1557,79.81212,330.94,0.39,0.59,2026-09-02,731,N,VIIRS,n,2.0NRT,288.02,2.65,D
14.88849,79.31078,332.39,0.37,0.58,2026-09-02,731,N,VIIRS,n,2.0NRT,273.26,2.5,D
15.95654,79.91642,341.23,0.32,0.55,2026-09-02,731,N,VIIRS,n,2.0NRT,293.08,4.66,D
17.67918,75.30824,332.06,0.6,0.7,2026-09-02,733,N,VIIRS,n,2.0NRT,286.29,6.74,D
20.96492,85.17074,326.69,0.42,0.38,2026-09-02,733,N,VIIRS,l,2.0NRT,284.61,7.94,D
30.44718,73.801,331.74,0.39,0.59,2026-09-02,735,N,VIIRS,n,2.0NRT,294.92,2.56,D
31.09262,74.68887,340.43,0.33,0.55,2026-09-02,737,N,VIIRS,n,2.0NRT,293.1,3.98,D
9.92334,78.1786,333.46,0.72,0.75,2026-09-02,911,N,VIIRS,n,2.0NRT,287.09,8.28,D
11.34867,77.58162,343.48,0.68,0.74,2026-09-02,911,N,VIIRS,n,2.0NRT,291.66,6.73,D
18.5739,72.24182,327.45,0.37,0.58,2026-09-02,913,N,VIIRS,n,2.0NRT,284.0,4.18,D
27.85456,72.35793,335.36,0.48,0.65,2026-09-02,915,N,VIIRS,n,2.0NRT,295.85,6.23,D
27.37742,95.33333,296.12,0.46,0.47,2026-09-02,2000,N,VIIRS,n,2.0NRT,277.24,1.17,N
20.94712,86.04544,299.71,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,275.89,2.41,N
20.94769,86.04173,329.92,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,276.62,2.41,N
20.94987,86.04974,317.46,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,278.53,1.99,N
20.95044,86.04603,320.77,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,277.16,2.41,N
20.96373,86.04834,300.88,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,279.16,0.85,N
20.97057,86.0037,307.75,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,279.33,1.07,N
20.97389,86.00428,303.42,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,279.75,0.75,N
22.24434,87.38933,307.58,0.38,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,284.82,1.69,N
23.66686,86.09244,303.59,0.4,0.37,2026-09-02,2002,N,VIIRS,n,2.0NRT,287.9,2.0,N
23.69712,85.35915,298.21,0.42,0.37,2026-09-02,2002,N,VIIRS,n,2.0NRT,282.2,0.72,N
23.75301,86.3995,306.1,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,290.05,1.79,N
23.75577,86.40394,306.39,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.59,1.05,N
23.75693,86.39625,306.5,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,290.21,1.45,N
23.75911,86.40453,307.12,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,288.73,1.05,N
23.75969,86.40069,312.71,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.41,1.45,N
23.76244,86.40514,302.54,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,288.11,1.07,N
23.76303,86.40129,306.39,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,288.44,0.98,N
23.76419,86.39362,305.69,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.46,1.77,N
23.76637,86.40189,301.52,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,288.02,0.98,N
23.7665,86.37826,303.1,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,288.33,1.13,N
23.76929,86.01326,303.69,0.4,0.37,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.14,1.06,N
23.77496,85.99825,304.92,0.4,0.37,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.68,0.93,N
23.77536,86.38774,305.74,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.53,2.1,N
23.77554,85.99434,303.22,0.4,0.37,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.35,0.93,N
23.77812,86.39218,303.48,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.43,1.06,N
23.7787,86.38834,311.58,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.49,1.75,N
23.78102,86.37297,301.83,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.08,1.41,N
23.80136,86.32924,302.76,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,288.9,0.85,N
23.80471,86.32983,311.61,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,289.63,0.85,N
23.80529,86.32597,299.68,0.39,0.36,2026-09-02,2002,N,VIIRS,n,2.0NRT,288.61,0.85,N
15.16884,76.38137,303.55,0.35,0.57,2026-09-02,2004,N,VIIRS,n,2.0NRT,285.17,1.08,N
15.17321,76.65722,298.31,0.34,0.56,2026-09-02,2004,N,VIIRS,n,2.0NRT,283.72,1.52,N
15.17359,76.65408,300.96,0.34,0.56,2026-09-02,2004,N,VIIRS,n,2.0NRT,281.77,1.23,N
15.17838,76.65782,304.14,0.34,0.56,2026-09-02,2004,N,VIIRS,n,2.0NRT,284.25,1.94,N
15.17876,76.65467,303.64,0.34,0.56,2026-09-02,2004,N,VIIRS,n,2.0NRT,283.83,1.51,N
15.18241,76.66785,303.1,0.33,0.56,2026-09-02,2004,N,VIIRS,n,2.0NRT,283.02,2.21,N
15.78634,80.24809,304.51,0.4,0.44,2026-09-02,2004,N,VIIRS,n,2.0NRT,283.42,1.63,N
17.60491,83.19991,295.25,0.44,0.38,2026-09-02,2004,N,VIIRS,n,2.0NRT,268.04,1.14,N
17.60785,83.20464,298.93,0.44,0.38,2026-09-02,2004,N,VIIRS,n,2.0NRT,270.69,0.82,N
17.61139,83.20518,299.79,0.44,0.38,2026-09-02,2004,N,VIIRS,n,2.0NRT,271.87,1.06,N
18.68321,73.04121,301.76,0.64,0.72,2026-09-02,2004,N,VIIRS,n,2.0NRT,283.02,3.91,N
18.68376,73.03494,307.43,0.64,0.72,2026-09-02,2004,N,VIIRS,n,2.0NRT,282.78,2.69,N
18.6843,73.02866,303.48,0.64,0.72,2026-09-02,2004,N,VIIRS,n,2.0NRT,282.8,2.69,N
21.16249,72.6673,304.69,0.71,0.75,2026-09-02,2004,N,VIIRS,n,2.0NRT,284.74,1.98,N
21.1658,72.66228,301.64,0.71,0.75,2026-09-02,2004,N,VIIRS,n,2.0NRT,284.7,1.54,N
7.47998,81.08479,311.65,0.44,0.38,2026-09-02,2006,N,VIIRS,n,2.0NRT,296.02,2.11,N
7.5548,81.30308,323.29,0.43,0.38,2026-09-02,2006,N,VIIRS,n,2.0NRT,293.48,3.47,N
7.55889,81.2997,309.37,0.43,0.38,2026-09-02,2006,N,VIIRS,n,2.0NRT,293.76,1.3,N
7.76356,80.32153,306.91,0.48,0.4,2026-09-02,2006,N,VIIRS,n,2.0NRT,292.35,1.7,N
7.96894,79.79425,308.78,0.51,0.41,2026-09-02,2006,N,VIIRS,n,2.0NRT,293.45,3.02,N
7.97252,80.73882,321.51,0.46,0.39,2026-09-02,2006,N,VIIRS,n,2.0NRT,293.5,2.91,N
8.01085,81.28994,306.92,0.43,0.38,2026-09-02,2006,N,VIIRS,n,2.0NRT,294.86,1.23,N
8.08357,80.79222,328.17,0.45,0.39,2026-09-02,2006,N,VIIRS,n,2.0NRT,294.23,6.49,N
8.08421,80.78805,330.49,0.45,0.39,2026-09-02,2006,N,VIIRS,n,2.0NRT,295.53,6.49,N
8.35069,80.99633,308.39,0.45,0.39,2026-09-02,2006,N,VIIRS,n,2.0NRT,293.57,0.44,N
9.55174,77.51925,300.72,0.49,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,280.12,0.75,N
9.55315,77.52262,321.0,0.49,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,280.86,2.59,N
9.55481,77.51051,305.7,0.49,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,277.36,0.75,N
9.55874,77.51527,299.36,0.49,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,278.95,2.55,N
9.55933,77.5109,299.08,0.49,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,278.15,0.75,N
9.56071,77.53418,314.02,0.49,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,281.53,2.32,N
9.56267,77.52,312.46,0.49,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,278.52,2.11,N
11.17563,79.08776,304.65,0.41,0.45,2026-09-02,2006,N,VIIRS,n,2.0NRT,286.18,0.63,N
11.59482,77.264,308.29,0.55,0.51,2026-09-02,2006,N,VIIRS,n,2.0NRT,271.1,1.73,N
11.59569,77.25757,301.79,0.55,0.51,2026-09-02,2006,N,VIIRS,n,2.0NRT,268.93,1.73,N
11.80807,77.92142,313.58,0.5,0.49,2026-09-02,2006,N,VIIRS,n,2.0NRT,284.21,2.3,N
12.84852,79.90374,334.6,0.38,0.44,2026-09-02,2006,N,VIIRS,n,2.0NRT,288.54,4.0,N
12.85253,79.90434,343.13,0.38,0.44,2026-09-02,2006,N,VIIRS,n,2.0NRT,289.45,5.36,N
